Value,Count,class,class_2006,class_2010,mapped_med,mapped_min,mapped_max,mapped_ci,estima_med,estima_min,estima_max,estima_ci,total_med,total_min,total_max,total_ci,soil_med,soil_min,soil_max,soil_ci,bmass_med,bmass_min,bmass_max,bmass_ci,ch4_med,ch4_min,ch4_max,ch4_ci
39,3,High Intensity Developed to Palustrine Scrub/Shrub Wetland,High Intensity Developed,Palustrine Scrub/Shrub Wetland,2,1,2,1,2.611909976,1.277456178,3.101009919,1.334453798,0.874045304,0.249552375,2.069706671,1.820154295,0.250701925,0.201037955,0.311142312,0.110104357,0.923596375,0.402435632,2.138336313,1.735900681,-0.282936554,-0.688383662,-0.115942154,0.572441508
40,19,High Intensity Developed to Palustrine Emergent Wetland,High Intensity Developed,Palustrine Emergent Wetland,13,12,15,3,20.94056117,17.6310558,24.71805124,3.30950537,0.125728666,-0.321011429,0.323803482,0.644814911,0.278090442,0.222655242,0.348297716,0.125642474,0.162032108,0.142232896,0.184572448,0.042339552,-0.315202912,-0.766932236,-0.129964583,0.636967653
41,3,High Intensity Developed to Estuarine Forested Wetland,High Intensity Developed,Estuarine Forested Wetland,3,3,3,0,3.907035651,3.356610011,4.333649886,0.55042564,9.130717762,7.184912666,11.55268852,4.367775857,0.230919314,0.18296341,0.288570337,0.105606926,9.065147009,7.128011206,11.48011601,4.352104809,-0.168484212,-0.285041523,-0.055610862,0.229430662
42,1,High Intensity Developed to Estuarine Scrub/Shrub Wetland,High Intensity Developed,Estuarine Scrub/Shrub Wetland,1,1,1,0,1.109796008,0.81284231,1.533696218,0.296953698,0.789332059,0.342010596,1.85417392,1.512163323,0.19839699,0.137761561,0.287731137,0.149969576,0.73095074,0.303457625,1.784197294,1.48073967,-0.143272869,-0.271112324,-0.046837589,0.224274735
43,363,High Intensity Developed to Estuarine Emergent Wetland,High Intensity Developed,Estuarine Emergent Wetland,363,363,363,0,482.9077249,434.2681539,538.414299,48.63957096,0.203006937,0.076939344,0.332537524,0.255598179,0.237189505,0.191284374,0.295088067,0.103803693,0.138221625,0.122683539,0.155478268,0.03279473,-0.174107163,-0.292851274,-0.056983797,0.235867477
63,5,Medium Intensity Developed to Palustrine Forested Wetland,Medium Intensity Developed,Palustrine Forested Wetland,2,1,3,2,2.78238022,1.404400167,4.341283583,1.377980053,9.410331294,7.546473581,11.83479946,4.288325876,0.241512738,0.196875288,0.297028722,0.100153434,9.473478224,7.636005644,11.88152101,4.245515362,-0.273417424,-0.664253901,-0.112624018,0.551629884
64,22,Medium Intensity Developed to Palustrine Scrub/Shrub Wetland,Medium Intensity Developed,Palustrine Scrub/Shrub Wetland,11,9,13,4,15.01507296,11.86857717,18.44501135,3.146495782,0.874045304,0.249552375,2.069706671,1.820154295,0.250701925,0.201037955,0.311142312,0.110104357,0.923596375,0.402435632,2.138336313,1.735900681,-0.282936554,-0.688383662,-0.115942154,0.572441508
65,72,Medium Intensity Developed to Palustrine Emergent Wetland,Medium Intensity Developed,Palustrine Emergent Wetland,44,40,48,8,68.88379426,59.08380814,80.27484305,9.799986116,0.125728666,-0.321011429,0.323803482,0.644814911,0.278090442,0.222655242,0.348297716,0.125642474,0.162032108,0.142232896,0.184572448,0.042339552,-0.315202912,-0.766932236,-0.129964583,0.636967653
66,1,Medium Intensity Developed to Estuarine Forested Wetland,Medium Intensity Developed,Estuarine Forested Wetland,1,1,1,0,1.302345217,1.118870004,1.444549962,0.183475213,9.130717762,7.184912666,11.55268852,4.367775857,0.230919314,0.18296341,0.288570337,0.105606926,9.065147009,7.128011206,11.48011601,4.352104809,-0.168484212,-0.285041523,-0.055610862,0.229430662
67,3,Medium Intensity Developed to Estuarine Scrub/Shrub Wetland,Medium Intensity Developed,Estuarine Scrub/Shrub Wetland,3,3,3,0,3.329388024,2.438526929,4.601088653,0.890861095,0.789332059,0.342010596,1.85417392,1.512163323,0.19839699,0.137761561,0.287731137,0.149969576,0.73095074,0.303457625,1.784197294,1.48073967,-0.143272869,-0.271112324,-0.046837589,0.224274735
68,529,Medium Intensity Developed to Estuarine Emergent Wetland,Medium Intensity Developed,Estuarine Emergent Wetland,529,529,529,0,703.7415605,632.8591004,784.6313063,70.88246017,0.203006937,0.076939344,0.332537524,0.255598179,0.237189505,0.191284374,0.295088067,0.103803693,0.138221625,0.122683539,0.155478268,0.03279473,-0.174107163,-0.292851274,-0.056983797,0.235867477
88,100,Low Intensity Developed to Palustrine Forested Wetland,Low Intensity Developed,Palustrine Forested Wetland,65,61,70,9,88.34909652,79.34199464,98.51160607,9.007101879,9.410331294,7.546473581,11.83479946,4.288325876,0.241512738,0.196875288,0.297028722,0.100153434,9.473478224,7.636005644,11.88152101,4.245515362,-0.273417424,-0.664253901,-0.112624018,0.551629884
89,117,Low Intensity Developed to Palustrine Scrub/Shrub Wetland,Low Intensity Developed,Palustrine Scrub/Shrub Wetland,54,47,60,13,75.21315335,63.55620373,88.32437452,11.65694962,0.874045304,0.249552375,2.069706671,1.820154295,0.250701925,0.201037955,0.311142312,0.110104357,0.923596375,0.402435632,2.138336313,1.735900681,-0.282936554,-0.688383662,-0.115942154,0.572441508
90,274,Low Intensity Developed to Palustrine Emergent Wetland,Low Intensity Developed,Palustrine Emergent Wetland,160,151,168,17,248.7470847,218.0323324,284.0728175,30.71475231,0.125728666,-0.321011429,0.323803482,0.644814911,0.278090442,0.222655242,0.348297716,0.125642474,0.162032108,0.142232896,0.184572448,0.042339552,-0.315202912,-0.766932236,-0.129964583,0.636967653
91,5,Low Intensity Developed to Estuarine Forested Wetland,Low Intensity Developed,Estuarine Forested Wetland,5,5,5,0,6.511726085,5.594350018,7.222749811,0.917376067,9.130717762,7.184912666,11.55268852,4.367775857,0.230919314,0.18296341,0.288570337,0.105606926,9.065147009,7.128011206,11.48011601,4.352104809,-0.168484212,-0.285041523,-0.055610862,0.229430662
92,21,Low Intensity Developed to Estuarine Scrub/Shrub Wetland,Low Intensity Developed,Estuarine Scrub/Shrub Wetland,21,21,21,0,23.30571617,17.0696885,32.20762057,6.236027665,0.789332059,0.342010596,1.85417392,1.512163323,0.19839699,0.137761561,0.287731137,0.149969576,0.73095074,0.303457625,1.784197294,1.48073967,-0.143272869,-0.271112324,-0.046837589,0.224274735
93,979,Low Intensity Developed to Estuarine Emergent Wetland,Low Intensity Developed,Estuarine Emergent Wetland,979,979,979,0,1302.3875,1171.208052,1452.087049,131.179449,0.203006937,0.076939344,0.332537524,0.255598179,0.237189505,0.191284374,0.295088067,0.103803693,0.138221625,0.122683539,0.155478268,0.03279473,-0.174107163,-0.292851274,-0.056983797,0.235867477
113,161,Developed Open Space to Palustrine Forested Wetland,Developed Open Space,Palustrine Forested Wetland,71,64,78,14,96.84648067,84.61014023,109.9097124,12.23634044,9.410331294,7.546473581,11.83479946,4.288325876,0.241512738,0.196875288,0.297028722,0.100153434,9.473478224,7.636005644,11.88152101,4.245515362,-0.273417424,-0.664253901,-0.112624018,0.551629884
114,248,Developed Open Space to Palustrine Scrub/Shrub Wetland,Developed Open Space,Palustrine Scrub/Shrub Wetland,134,126,142,16,188.3189883,164.078009,213.5617793,24.24097932,0.874045304,0.249552375,2.069706671,1.820154295,0.250701925,0.201037955,0.311142312,0.110104357,0.923596375,0.402435632,2.138336313,1.735900681,-0.282936554,-0.688383662,-0.115942154,0.572441508
115,246,Developed Open Space to Palustrine Emergent Wetland,Developed Open Space,Palustrine Emergent Wetland,122,112,132,20,189.6437148,164.0318246,218.6691746,25.61189022,0.125728666,-0.321011429,0.323803482,0.644814911,0.278090442,0.222655242,0.348297716,0.125642474,0.162032108,0.142232896,0.184572448,0.042339552,-0.315202912,-0.766932236,-0.129964583,0.636967653
116,5,Developed Open Space to Estuarine Forested Wetland,Developed Open Space,Estuarine Forested Wetland,5,5,5,0,6.511726085,5.594350018,7.222749811,0.917376067,9.130717762,7.184912666,11.55268852,4.367775857,0.230919314,0.18296341,0.288570337,0.105606926,9.065147009,7.128011206,11.48011601,4.352104809,-0.168484212,-0.285041523,-0.055610862,0.229430662
117,44,Developed Open Space to Estuarine Scrub/Shrub Wetland,Developed Open Space,Estuarine Scrub/Shrub Wetland,44,44,44,0,48.83102436,35.76506163,67.48263358,13.06596273,0.789332059,0.342010596,1.85417392,1.512163323,0.19839699,0.137761561,0.287731137,0.149969576,0.73095074,0.303457625,1.784197294,1.48073967,-0.143272869,-0.271112324,-0.046837589,0.224274735
118,447,Developed Open Space to Estuarine Emergent Wetland,Developed Open Space,Estuarine Emergent Wetland,447,447,447,0,594.654967,534.7599581,663.0060376,59.89500887,0.203006937,0.076939344,0.332537524,0.255598179,0.237189505,0.191284374,0.295088067,0.103803693,0.138221625,0.122683539,0.155478268,0.03279473,-0.174107163,-0.292851274,-0.056983797,0.235867477
138,888,Cultivated to Palustrine Forested Wetland,Cultivated,Palustrine Forested Wetland,376,358,393,35,508.5086596,460.7349561,559.8941995,47.77370348,9.269507213,7.407486843,11.69823382,4.290746976,0.241512738,0.196875288,0.297028722,0.100153434,9.332544311,7.502178304,11.73674037,4.234562067,-0.273417424,-0.664253901,-0.112624018,0.551629884
139,3336,Cultivated to Palustrine Scrub/Shrub Wetland,Cultivated,Palustrine Scrub/Shrub Wetland,1800,1775,1826,51,2530.821185,2249.283455,2832.50733,281.5377305,0.728243666,0.104468666,1.922006823,1.817538157,0.250701925,0.201037955,0.311142312,0.110104357,0.776919447,0.258700556,1.992933794,1.734233238,-0.282936554,-0.688383662,-0.115942154,0.572441508
140,2244,Cultivated to Palustrine Emergent Wetland,Cultivated,Palustrine Emergent Wetland,2033,2025,2041,16,3170.970275,2818.957758,3571.020811,352.012517,-0.036687574,-0.485565797,0.159366775,0.644932572,0.278090442,0.222655242,0.348297716,0.125642474,0,0,0,0,-0.315202912,-0.766932236,-0.129964583,0.636967653
141,1,Cultivated to Estuarine Forested Wetland,Cultivated,Estuarine Forested Wetland,1,1,1,0,1.302345217,1.118870004,1.444549962,0.183475213,8.996475674,7.065008568,11.41400567,4.348997103,0.230919314,0.18296341,0.288570337,0.105606926,8.927702099,6.997557004,11.34275964,4.345202634,-0.168484212,-0.285041523,-0.055610862,0.229430662
142,115,Cultivated to Estuarine Scrub/Shrub Wetland,Cultivated,Estuarine Scrub/Shrub Wetland,115,115,115,0,127.6265409,93.47686562,176.375065,34.14967531,0.672317345,0.235584927,1.72230765,1.486722722,0.19839699,0.137761561,0.287731137,0.149969576,0.614098186,0.195359533,1.653967122,1.458607589,-0.143272869,-0.271112324,-0.046837589,0.224274735
143,2612,Cultivated to Estuarine Emergent Wetland,Cultivated,Estuarine Emergent Wetland,2612,2612,2612,0,3474.8071,3124.816579,3874.209777,349.9905217,0.065293642,-0.059621573,0.189884372,0.249505945,0.237189505,0.191284374,0.295088067,0.103803693,0,0,0,0,-0.174107163,-0.292851274,-0.056983797,0.235867477
163,133,Pasture/Hay to Palustrine Forested Wetland,Pasture/Hay,Palustrine Forested Wetland,30,24,36,12,40.95989124,32.22171965,50.41820955,8.73817159,9.269507213,7.407486843,11.69823382,4.290746976,0.241512738,0.196875288,0.297028722,0.100153434,9.332544311,7.502178304,11.73674037,4.234562067,-0.273417424,-0.664253901,-0.112624018,0.551629884
164,880,Pasture/Hay to Palustrine Scrub/Shrub Wetland,Pasture/Hay,Palustrine Scrub/Shrub Wetland,670,658,682,24,941.749957,836.0355051,1055.561866,105.7144519,0.728243666,0.104468666,1.922006823,1.817538157,0.250701925,0.201037955,0.311142312,0.110104357,0.776919447,0.258700556,1.992933794,1.734233238,-0.282936554,-0.688383662,-0.115942154,0.572441508
165,724,Pasture/Hay to Palustrine Emergent Wetland,Pasture/Hay,Palustrine Emergent Wetland,658,651,665,14,1026.128118,912.9264676,1157.509032,113.2016501,-0.036687574,-0.485565797,0.159366775,0.644932572,0.278090442,0.222655242,0.348297716,0.125642474,0,0,0,0,-0.315202912,-0.766932236,-0.129964583,0.636967653
167,299,Pasture/Hay to Estuarine Scrub/Shrub Wetland,Pasture/Hay,Estuarine Scrub/Shrub Wetland,299,299,299,0,331.8290064,243.0398506,458.5751691,88.7891558,0.672317345,0.235584927,1.72230765,1.486722722,0.19839699,0.137761561,0.287731137,0.149969576,0.614098186,0.195359533,1.653967122,1.458607589,-0.143272869,-0.271112324,-0.046837589,0.224274735
168,3560,Pasture/Hay to Estuarine Emergent Wetland,Pasture/Hay,Estuarine Emergent Wetland,3560,3560,3560,0,4735.954547,4258.938369,5280.316541,477.0161781,0.065293642,-0.059621573,0.189884372,0.249505945,0.237189505,0.191284374,0.295088067,0.103803693,0,0,0,0,-0.174107163,-0.292851274,-0.056983797,0.235867477
188,304,Grassland to Palustrine Forested Wetland,Grassland,Palustrine Forested Wetland,57,47,67,20,77.42561349,62.93923468,92.80861953,14.48637881,9.269507213,7.407486843,11.69823382,4.290746976,0.241512738,0.196875288,0.297028722,0.100153434,9.332544311,7.502178304,11.73674037,4.234562067,-0.273417424,-0.664253901,-0.112624018,0.551629884
189,324,Grassland to Palustrine Scrub/Shrub Wetland,Grassland,Palustrine Scrub/Shrub Wetland,207,201,213,12,291.3459006,258.3645456,326.8688716,32.98135501,0.728243666,0.104468666,1.922006823,1.817538157,0.250701925,0.201037955,0.311142312,0.110104357,0.776919447,0.258700556,1.992933794,1.734233238,-0.282936554,-0.688383662,-0.115942154,0.572441508
190,304,Grassland to Palustrine Emergent Wetland,Grassland,Palustrine Emergent Wetland,155,144,165,21,240.9607229,210.0930437,276.1735878,30.86767925,-0.036687574,-0.485565797,0.159366775,0.644932572,0.278090442,0.222655242,0.348297716,0.125642474,0,0,0,0,-0.315202912,-0.766932236,-0.129964583,0.636967653
191,69,Grassland to Estuarine Forested Wetland,Grassland,Estuarine Forested Wetland,69,69,69,0,89.86181998,77.20203025,99.67394739,12.65978973,8.996475674,7.065008568,11.41400567,4.348997103,0.230919314,0.18296341,0.288570337,0.105606926,8.927702099,6.997557004,11.34275964,4.345202634,-0.168484212,-0.285041523,-0.055610862,0.229430662
192,151,Grassland to Estuarine Scrub/Shrub Wetland,Grassland,Estuarine Scrub/Shrub Wetland,151,151,151,0,167.5791972,122.7391888,231.5881289,44.84000845,0.672317345,0.235584927,1.72230765,1.486722722,0.19839699,0.137761561,0.287731137,0.149969576,0.614098186,0.195359533,1.653967122,1.458607589,-0.143272869,-0.271112324,-0.046837589,0.224274735
193,946,Grassland to Estuarine Emergent Wetland,Grassland,Estuarine Emergent Wetland,946,946,946,0,1258.486798,1131.729128,1403.140294,126.7576698,0.065293642,-0.059621573,0.189884372,0.249505945,0.237189505,0.191284374,0.295088067,0.103803693,0,0,0,0,-0.174107163,-0.292851274,-0.056983797,0.235867477
213,304,Deciduous Forest to Palustrine Forested Wetland,Deciduous Forest,Palustrine Forested Wetland,118,107,129,22,159.7921832,139.9161177,181.1076428,19.8760655,-0.03182639,-0.417788244,0.137574257,0.5553625,0.241512738,0.196875288,0.297028722,0.100153434,0,0,0,0,-0.273417424,-0.664253901,-0.112624018,0.551629884
214,184,Deciduous Forest to Palustrine Scrub/Shrub Wetland,Deciduous Forest,Palustrine Scrub/Shrub Wetland,52,46,59,13,73.54256815,61.64155156,86.18459512,11.90101659,-8.894828714,-11.60736885,-6.643135464,4.964233384,0.250701925,0.201037955,0.311142312,0.110104357,-8.842902747,-11.52458396,-6.592747557,4.931836404,-0.282936554,-0.688383662,-0.115942154,0.572441508
215,137,Deciduous Forest to Palustrine Emergent Wetland,Deciduous Forest,Palustrine Emergent Wetland,72,67,78,11,112.8318465,97.98557934,129.7450705,14.84626717,-10.8233794,-13.80032809,-8.559989092,5.240338999,0.278090442,0.222655242,0.348297716,0.125642474,-10.75358012,-13.69729022,-8.51797351,5.17931671,-0.315202912,-0.766932236,-0.129964583,0.636967653
218,236,Deciduous Forest to Estuarine Emergent Wetland,Deciduous Forest,Estuarine Emergent Wetland,236,236,236,0,313.9565374,282.3341166,350.0434561,31.62242079,-9.104365955,-11.57819813,-7.231029578,4.347168549,0.237189505,0.191284374,0.295088067,0.103803693,-9.174685546,-11.63028658,-7.29670546,4.33358112,-0.174107163,-0.292851274,-0.056983797,0.235867477
238,453,Evergreen Forest to Palustrine Forested Wetland,Evergreen Forest,Palustrine Forested Wetland,153,137,169,32,207.3125788,180.8095051,236.559442,26.50307375,-0.03182639,-0.417788244,0.137574257,0.5553625,0.241512738,0.196875288,0.297028722,0.100153434,0,0,0,0,-0.273417424,-0.664253901,-0.112624018,0.551629884
239,256,Evergreen Forest to Palustrine Scrub/Shrub Wetland,Evergreen Forest,Palustrine Scrub/Shrub Wetland,76,66,85,19,106.0341012,88.39290037,124.956651,17.64120086,-8.894828714,-11.60736885,-6.643135464,4.964233384,0.250701925,0.201037955,0.311142312,0.110104357,-8.842902747,-11.52458396,-6.592747557,4.931836404,-0.282936554,-0.688383662,-0.115942154,0.572441508
240,179,Evergreen Forest to Palustrine Emergent Wetland,Evergreen Forest,Palustrine Emergent Wetland,97,90,104,14,151.421534,131.9428805,173.4956993,19.47865351,-10.8233794,-13.80032809,-8.559989092,5.240338999,0.278090442,0.222655242,0.348297716,0.125642474,-10.75358012,-13.69729022,-8.51797351,5.17931671,-0.315202912,-0.766932236,-0.129964583,0.636967653
242,6,Evergreen Forest to Estuarine Scrub/Shrub Wetland,Evergreen Forest,Estuarine Scrub/Shrub Wetland,6,6,6,0,6.658776049,4.877053859,9.202177306,1.78172219,-6.931817502,-10.37435056,-4.651212024,5.723138539,0.19839699,0.137761561,0.287731137,0.149969576,-6.984828622,-10.43366711,-4.694553901,5.73911321,-0.143272869,-0.271112324,-0.046837589,0.224274735
243,34,Evergreen Forest to Estuarine Emergent Wetland,Evergreen Forest,Estuarine Emergent Wetland,34,34,34,0,45.23102657,40.67525409,50.42998944,4.555772487,-9.104365955,-11.57819813,-7.231029578,4.347168549,0.237189505,0.191284374,0.295088067,0.103803693,-9.174685546,-11.63028658,-7.29670546,4.33358112,-0.174107163,-0.292851274,-0.056983797,0.235867477
263,122,Mixed Forest to Palustrine Forested Wetland,Mixed Forest,Palustrine Forested Wetland,34,27,42,15,46.65697565,36.24658071,57.82815644,10.41039493,-0.03182639,-0.417788244,0.137574257,0.5553625,0.241512738,0.196875288,0.297028722,0.100153434,0,0,0,0,-0.273417424,-0.664253901,-0.112624018,0.551629884
264,271,Mixed Forest to Palustrine Scrub/Shrub Wetland,Mixed Forest,Palustrine Scrub/Shrub Wetland,71,62,79,17,99.40220231,83.84782492,116.8782295,15.55437739,-8.894828714,-11.60736885,-6.643135464,4.964233384,0.250701925,0.201037955,0.311142312,0.110104357,-8.842902747,-11.52458396,-6.592747557,4.931836404,-0.282936554,-0.688383662,-0.115942154,0.572441508
265,141,Mixed Forest to Palustrine Emergent Wetland,Mixed Forest,Palustrine Emergent Wetland,57,50,64,14,88.15375377,73.65024319,104.9388213,14.50351057,-10.8233794,-13.80032809,-8.559989092,5.240338999,0.278090442,0.222655242,0.348297716,0.125642474,-10.75358012,-13.69729022,-8.51797351,5.17931671,-0.315202912,-0.766932236,-0.129964583,0.636967653
267,11,Mixed Forest to Estuarine Scrub/Shrub Wetland,Mixed Forest,Estuarine Scrub/Shrub Wetland,11,11,11,0,12.20775609,8.941265407,16.87065839,3.266490682,-6.931817502,-10.37435056,-4.651212024,5.723138539,0.19839699,0.137761561,0.287731137,0.149969576,-6.984828622,-10.43366711,-4.694553901,5.73911321,-0.143272869,-0.271112324,-0.046837589,0.224274735
268,11,Mixed Forest to Estuarine Emergent Wetland,Mixed Forest,Estuarine Emergent Wetland,11,11,11,0,14.63356742,13.15964103,16.31558482,1.473926393,-9.104365955,-11.57819813,-7.231029578,4.347168549,0.237189505,0.191284374,0.295088067,0.103803693,-9.174685546,-11.63028658,-7.29670546,4.33358112,-0.174107163,-0.292851274,-0.056983797,0.235867477
288,418,Scrub/Shrub to Palustrine Forested Wetland,Scrub/Shrub,Palustrine Forested Wetland,109,97,122,25,148.2783965,127.5524016,169.9269988,20.7259949,8.467378709,6.38857122,10.97629932,4.587728104,0.241512738,0.196875288,0.297028722,0.100153434,8.531354964,6.467197046,10.99416768,4.526970631,-0.273417424,-0.664253901,-0.112624018,0.551629884
289,229,Scrub/Shrub to Palustrine Scrub/Shrub Wetland,Scrub/Shrub,Palustrine Scrub/Shrub Wetland,25,19,31,12,34.77778301,26.2864928,44.50935896,8.491290213,-0.032726528,-0.436866008,0.14476006,0.581626068,0.250701925,0.201037955,0.311142312,0.110104357,0,0,0,0,-0.282936554,-0.688383662,-0.115942154,0.572441508
290,255,Scrub/Shrub to Palustrine Emergent Wetland,Scrub/Shrub,Palustrine Emergent Wetland,63,55,72,17,98.95582038,82.50795095,117.6634727,16.44786942,-0.937771628,-2.335083485,-0.262445759,2.072637726,0.278090442,0.222655242,0.348297716,0.125642474,-0.864107085,-2.214559241,-0.288513986,1.926045255,-0.315202912,-0.766932236,-0.129964583,0.636967653
291,14,Scrub/Shrub to Estuarine Forested Wetland,Scrub/Shrub,Estuarine Forested Wetland,14,14,14,0,18.23283304,15.66418005,20.22369947,2.568652989,8.19529948,6.12968841,10.65108746,4.521399047,0.230919314,0.18296341,0.288570337,0.105606926,8.138170914,6.066274163,10.58132065,4.515046487,-0.168484212,-0.285041523,-0.055610862,0.229430662
292,139,Scrub/Shrub to Estuarine Scrub/Shrub Wetland,Scrub/Shrub,Estuarine Scrub/Shrub Wetland,139,139,139,0,154.2616451,112.9850811,213.1837743,41.27656407,0.053576172,-0.050932575,0.166750204,0.21768278,0.19839699,0.137761561,0.287731137,0.149969576,0,0,0,0,-0.143272869,-0.271112324,-0.046837589,0.224274735
293,220,Scrub/Shrub to Estuarine Emergent Wetland,Scrub/Shrub,Estuarine Emergent Wetland,220,220,220,0,292.6713484,263.1928206,326.3116964,29.47852786,-0.678016955,-1.829129445,-0.15642061,1.672708835,0.237189505,0.191284374,0.295088067,0.103803693,-0.737249371,-1.863325499,-0.244951906,1.618373593,-0.174107163,-0.292851274,-0.056983797,0.235867477
302,760,Palustrine Forested Wetland to High Intensity Developed,Palustrine Forested Wetland,High Intensity Developed,375,363,387,24,606.9632006,541.621769,680.0304192,65.34143161,-30.13285246,-42.70802897,-20.04013046,22.66789851,-18.28273998,-30.35278202,-8.951080619,21.4017014,-11.33427455,-14.30690455,-9.019831812,5.28707274,-0.327921094,-0.792219677,-0.133376759,0.658842918
303,2507,Palustrine Forested Wetland to Medium Intensity Developed,Palustrine Forested Wetland,Medium Intensity Developed,1209,1181,1235,54,1535.073461,1375.415455,1712.72177,159.6580056,-23.49600907,-33.61633533,-15.71638228,17.89995305,-14.28242225,-23.81329113,-7.0200219,16.79326923,-8.88069354,-11.19793798,-7.123980781,4.073957204,-0.25596446,-0.618439816,-0.104845951,0.513593865
304,3967,Palustrine Forested Wetland to Low Intensity Developed,Palustrine Forested Wetland,Low Intensity Developed,1817,1783,1852,69,2184.172733,1971.68869,2421.540978,212.484043,-22.30209281,-31.64430524,-14.87270072,16.77160452,-13.53729369,-22.45167475,-6.654514476,15.79716028,-8.41715136,-10.61010078,-6.745327048,3.864773732,-0.242478409,-0.590070632,-0.099332745,0.490737887
305,3627,Palustrine Forested Wetland to Developed Open Space,Palustrine Forested Wetland,Developed Open Space,1723,1690,1756,66,3441.125658,3000.688815,3934.869185,440.4368429,-36.91450649,-53.3499646,-24.41505186,28.93491274,-22.52600913,-37.7535733,-10.92257006,26.83100323,-13.96710437,-17.90763963,-10.99781175,6.90982788,-0.403690789,-0.984157166,-0.16555272,0.818604445
306,554,Palustrine Forested Wetland to Cultivated,Palustrine Forested Wetland,Cultivated,186,174,199,25,238.8229955,212.9279012,266.0731976,25.89509423,-23.66334865,-33.43745977,-15.75214057,17.6853192,-14.47991228,-23.80873511,-7.095500538,16.71323457,-8.832247932,-11.10547526,-7.077583785,4.027891471,-0.258344218,-0.628084015,-0.106330839,0.521753176
307,57,Palustrine Forested Wetland to Pasture/Hay,Palustrine Forested Wetland,Pasture/Hay,22,17,26,9,25.01636415,19.84450587,30.70803457,5.171858277,-21.45208995,-30.38764988,-14.27898953,16.10866035,-13.1023894,-21.64261134,-6.395082101,15.24752924,-8.012670052,-10.1389635,-6.391907169,3.747056327,-0.23425921,-0.569271098,-0.096237498,0.4730336
308,1561,Palustrine Forested Wetland to Grassland,Palustrine Forested Wetland,Grassland,1239,1223,1254,31,1936.630359,1753.104513,2139.122156,183.525846,-10.84449612,-13.70617237,-8.661924788,5.044247586,0.279120811,0.225352883,0.344351759,0.118998876,-10.77892332,-13.62570798,-8.610157672,5.015550309,-0.315238038,-0.76178851,-0.128957243,0.632831267
309,1,Palustrine Forested Wetland to Deciduous Forest,Palustrine Forested Wetland,Deciduous Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
