Value,Count,class,class_2006,class_2010,mapped_med,mapped_min,mapped_max,mapped_ci,estima_med,estima_min,estima_max,estima_ci,total_med,total_min,total_max,total_ci,soil_med,soil_min,soil_max,soil_ci,bmass_med,bmass_min,bmass_max,bmass_ci,ch4_med,ch4_min,ch4_max,ch4_ci
395,322,Estuarine Forested Wetland to Bare Land,Estuarine Forested Wetland,Bare Land,322,322,322,0,619.8255445,528.7249156,724.5821057,91.10062886,-13.36762335,-17.35531765,-10.31910111,7.036216548,0.343456981,0.268174349,0.437912145,0.169737796,-13.46668021,-17.45797748,-10.4188449,7.039132581,-0.251043864,-0.429274955,-0.083244275,0.34603068
396,5888,Estuarine Forested Wetland to Water,Estuarine Forested Wetland,Water,5888,5888,5888,0,7929.47424,7305.330216,8581.786776,624.1440243,-24.82532478,-35.11356145,-16.67440671,18.43915474,-15.21493008,-25.04199856,-7.454431217,17.58756735,-9.421019889,-11.74763701,-7.599846608,4.147790403,-0.175970535,-0.295015925,-0.057742416,0.237273508
398,8,Estuarine Forested Wetland to Estuarine Aquatic Bed,Estuarine Forested Wetland,Estuarine Aquatic Bed,8,8,8,0,12.48767593,9.135762342,19.6875257,3.351913592,-28.11438959,-50.98003215,-16.20350979,34.77652236,-17.12200157,-34.9230481,-7.538450636,27.38459746,-10.74993764,-17.97052029,-7.286730456,10.68378984,-0.198755154,-0.40564498,-0.063349797,0.342295183
402,60,Estuarine Scrub/Shrub Wetland to High Intensity Developed,Estuarine Scrub/Shrub Wetland,High Intensity Developed,60,60,60,0,97.23155316,87.12907184,108.4980391,10.10248132,-19.70889174,-31.88971517,-10.16961379,21.72010138,-18.28273998,-30.35278202,-8.951080619,21.4017014,-1.068467384,-2.467780198,-0.463851634,2.003928564,-0.211158618,-0.357622139,-0.069506604,0.288115536
403,261,Estuarine Scrub/Shrub Wetland to Medium Intensity Developed,Estuarine Scrub/Shrub Wetland,Medium Intensity Developed,261,261,261,0,331.5022149,297.3995807,368.9718342,34.10263412,-15.37995056,-25.01865681,-7.992577586,17.02607923,-14.28242225,-23.81329113,-7.0200219,16.79326923,-0.835724624,-1.915893334,-0.364891561,1.551001773,-0.165597946,-0.280117045,-0.05493277,0.225184275
404,628,Estuarine Scrub/Shrub Wetland to Low Intensity Developed,Estuarine Scrub/Shrub Wetland,Low Intensity Developed,628,628,628,0,754.6108983,682.0708022,835.2829952,72.54009605,-14.56070752,-23.61034235,-7.580890147,16.0294522,-13.53729369,-22.45167475,-6.654514476,15.79716028,-0.791289834,-1.834425998,-0.345627831,1.488798167,-0.157034347,-0.264204094,-0.052220637,0.211983457
405,517,Estuarine Scrub/Shrub Wetland to Developed Open Space,Estuarine Scrub/Shrub Wetland,Developed Open Space,517,517,517,0,1032.914603,902.6405039,1178.908095,130.2740989,-24.2515064,-39.5542899,-12.45448697,27.09980293,-22.52600913,-37.7535733,-10.92257006,26.83100323,-1.316007067,-3.032275177,-0.571808233,2.460466944,-0.260761719,-0.443101044,-0.087779606,0.355321438
406,6,Estuarine Scrub/Shrub Wetland to Cultivated,Estuarine Scrub/Shrub Wetland,Cultivated,6,6,6,0,7.687255692,7.040551949,8.390450417,0.646703743,-15.43364651,-24.89373057,-7.936431684,16.95729889,-14.47991228,-23.80873511,-7.095500538,16.71323457,-0.710702303,-1.812100131,-0.236250733,1.575849398,-0.167218844,-0.280944208,-0.055361081,0.225583128
407,1,Estuarine Scrub/Shrub Wetland to Pasture/Hay,Estuarine Scrub/Shrub Wetland,Pasture/Hay,1,1,1,0,1.162110412,1.048526344,1.283082486,0.113584068,-13.97461143,-22.63584216,-7.224366634,15.41147553,-13.1023894,-21.64261134,-6.395082101,15.24752924,-0.643095636,-1.651845965,-0.215063037,1.436782928,-0.151560367,-0.255131543,-0.050125066,0.205006477
408,46,Estuarine Scrub/Shrub Wetland to Grassland,Estuarine Scrub/Shrub Wetland,Grassland,46,46,46,0,71.90274446,65.09794096,79.35563947,6.804803497,-0.794591404,-2.160889374,-0.185755088,1.975134286,0.279120811,0.225352883,0.344351759,0.118998876,-0.86591893,-2.219795251,-0.288842428,1.930952823,-0.203919871,-0.344883143,-0.066802817,0.278080326
410,139,Estuarine Scrub/Shrub Wetland to Evergreen Forest,Estuarine Scrub/Shrub Wetland,Evergreen Forest,139,139,139,0,194.3519292,178.4445121,210.8413466,15.90741716,8.868545158,6.719923139,11.38535398,4.66543084,0.249314678,0.203294114,0.305803482,0.102509367,8.799091962,6.640384812,11.30575958,4.66537477,-0.182516777,-0.305606154,-0.060347178,0.245258975
412,23133,Estuarine Scrub/Shrub Wetland to Scrub/Shrub,Estuarine Scrub/Shrub Wetland,Scrub/Shrub,23133,23133,23133,0,29192.12053,26513.44557,32020.88197,2678.674963,0.061756816,-0.057500409,0.17943593,0.236936339,0.225018727,0.182599443,0.278226973,0.095627531,0,0,0,0,-0.164964789,-0.277190991,-0.054228525,0.222962466
413,16,Estuarine Scrub/Shrub Wetland to Palustrine Forested Wetland,Estuarine Scrub/Shrub Wetland,Palustrine Forested Wetland,16,16,16,0,21.66675477,19.90558859,23.61382098,1.761166174,8.532040156,6.447128436,11.04955444,4.602426005,0.483025475,0.393750575,0.594057444,0.200306868,8.531354964,6.467197046,10.99416768,4.526970631,-0.455741866,-0.853572884,-0.243071914,0.61050097
414,7,Estuarine Scrub/Shrub Wetland to Palustrine Scrub/Shrub Wetland,Estuarine Scrub/Shrub Wetland,Palustrine Scrub/Shrub Wetland,7,7,7,0,9.841933023,8.752019299,11.01693206,1.089913725,0.027862166,-0.390323518,0.272604416,0.662927934,0.50140385,0.40207591,0.622284624,0.220208714,0,0,0,0,-0.471377551,-0.891530256,-0.250086791,0.641443466
415,6,Estuarine Scrub/Shrub Wetland to Palustrine Emergent Wetland,Estuarine Scrub/Shrub Wetland,Palustrine Emergent Wetland,6,6,6,0,9.354762318,8.318205796,10.54319369,1.036556522,-0.866504038,-2.282006139,-0.164193839,2.117812299,0.556180884,0.445310483,0.696595432,0.251284948,-0.864107085,-2.214559241,-0.288513986,1.926045255,-0.523755546,-0.984545244,-0.277779983,0.706765261
416,1852,Estuarine Scrub/Shrub Wetland to Estuarine Forested Wetland,Estuarine Scrub/Shrub Wetland,Estuarine Forested Wetland,1852,1852,1852,0,2411.943342,2072.147247,2675.30653,339.7960953,8.257117304,6.190923752,10.74833569,4.557411935,0.461838627,0.365926821,0.577140673,0.211213853,8.138170914,6.066274163,10.58132065,4.515046487,-0.336968424,-0.570083047,-0.111221723,0.458861323
417,1111724,Estuarine Scrub/Shrub Wetland to Estuarine Scrub/Shrub Wetland,Estuarine Scrub/Shrub Wetland,Estuarine Scrub/Shrub Wetland,1111724,1111724,1111724,0,1096041.195,1091295.613,1100621.421,4745.581621,0.096769654,-0.089368803,0.278935216,0.368304018,0.351943315,0.291123566,0.42517116,0.134047594,0,0,0,0,-0.257541158,-0.429141885,-0.085912062,0.343229822
418,7381,Estuarine Scrub/Shrub Wetland to Estuarine Emergent Wetland,Estuarine Scrub/Shrub Wetland,Estuarine Emergent Wetland,7381,7381,7381,0,9819.12374,8830.11913,10947.75741,989.0046096,-0.620146201,-1.7750195,-0.036252108,1.738767392,0.47437901,0.382568749,0.590176134,0.207607385,-0.737249371,-1.863325499,-0.244951906,1.618373593,-0.348214327,-0.585702547,-0.113967594,0.471734953
419,310,Estuarine Scrub/Shrub Wetland to Unconsolidated Shore,Estuarine Scrub/Shrub Wetland,Unconsolidated Shore,310,310,310,0,396.3760911,337.1936704,466.5957474,59.18242068,-15.48432376,-25.54135954,-7.931757964,17.60960158,-14.40296602,-24.32148819,-6.920895945,17.40059225,-0.843433213,-1.978834816,-0.365719389,1.613115428,-0.165965681,-0.286267922,-0.054855105,0.231412817
420,726,Estuarine Scrub/Shrub Wetland to Bare Land,Estuarine Scrub/Shrub Wetland,Bare Land,726,726,726,0,1397.494861,1192.094064,1633.68512,205.4007968,-1.177669066,-2.87881301,-0.424042488,2.454770521,0.343456981,0.268174349,0.437912145,0.169737796,-1.267969545,-2.960740684,-0.548460501,2.412280183,-0.251043864,-0.429274955,-0.083244275,0.34603068
421,1624,Estuarine Scrub/Shrub Wetland to Water,Estuarine Scrub/Shrub Wetland,Water,1624,1624,1624,0,2187.069661,2014.921242,2366.987385,172.1484197,-16.34040753,-26.22679843,-8.512950631,17.7138478,-15.21493008,-25.04199856,-7.454431217,17.58756735,-0.887765039,-2.041365943,-0.388239819,1.653126124,-0.175970535,-0.295015925,-0.057742416,0.237273508
423,62,Estuarine Scrub/Shrub Wetland to Estuarine Aquatic Bed,Estuarine Scrub/Shrub Wetland,Estuarine Aquatic Bed,62,62,62,0,96.77948849,70.80215815,152.5783242,25.97733034,-18.43962297,-36.7636533,-8.534856753,28.22879655,-17.12200157,-34.9230481,-7.538450636,27.38459746,-1.017790759,-2.581282686,-0.403544304,2.177738381,-0.198755154,-0.40564498,-0.063349797,0.342295183
427,2006,Estuarine Emergent Wetland to High Intensity Developed,Estuarine Emergent Wetland,High Intensity Developed,2006,2006,2006,0,3250.774927,2913.015302,3627.451109,337.7596255,-18.65611375,-30.7656468,-9.299202941,21.46644386,-18.28273998,-30.35278202,-8.951080619,21.4017014,-0.168313283,-0.189860614,-0.149460115,0.040400498,-0.211158618,-0.357622139,-0.069506604,0.288115536
428,3893,Estuarine Emergent Wetland to Medium Intensity Developed,Estuarine Emergent Wetland,Medium Intensity Developed,3893,3893,3893,0,4944.590507,4435.925547,5503.476439,508.6649603,-14.58105693,-24.14832146,-7.309919396,16.83840207,-14.28242225,-23.81329113,-7.0200219,16.79326923,-0.131920932,-0.148834986,-0.117198738,0.031636248,-0.165597946,-0.280117045,-0.05493277,0.225184275
429,6362,Estuarine Emergent Wetland to Low Intensity Developed,Estuarine Emergent Wetland,Low Intensity Developed,6362,6362,6362,0,7644.640979,6909.768223,8461.895566,734.8727565,-13.83274492,-22.74256718,-6.938557983,15.8040092,-13.53729369,-22.45167475,-6.654514476,15.79716028,-0.124909681,-0.140047495,-0.111473175,0.02857432,-0.157034347,-0.264204094,-0.052220637,0.211983457
430,6182,Estuarine Emergent Wetland to Developed Open Space,Estuarine Emergent Wetland,Developed Open Space,6182,6182,6182,0,12351.02142,10793.27581,14096.73084,1557.745608,-22.99310265,-38.25067148,-11.32979401,26.92087748,-22.52600913,-37.7535733,-10.92257006,26.83100323,-0.207356998,-0.239380254,-0.179588691,0.059791563,-0.260761719,-0.443101044,-0.087779606,0.355321438
431,809,Estuarine Emergent Wetland to Cultivated,Estuarine Emergent Wetland,Cultivated,809,809,809,0,1036.498309,949.3010877,1131.312398,87.19722138,-14.65358193,-23.9723053,-7.2557407,16.7165646,-14.47991228,-23.80873511,-7.095500538,16.71323457,0,0,0,0,-0.167218844,-0.280944208,-0.055361081,0.225583128
432,59,Estuarine Emergent Wetland to Pasture/Hay,Estuarine Emergent Wetland,Pasture/Hay,59,59,59,0,68.56451428,61.86305428,75.70186667,6.701460002,-13.25245923,-21.80375616,-6.538123801,15.26563236,-13.1023894,-21.64261134,-6.395082101,15.24752924,0,0,0,0,-0.151560367,-0.255131543,-0.050125066,0.205006477
433,1785,Estuarine Emergent Wetland to Grassland,Estuarine Emergent Wetland,Grassland,1785,1785,1785,0,2790.139106,2526.083144,3079.343836,264.0559618,0.076661867,-0.070045068,0.222057388,0.292102456,0.279120811,0.225352883,0.344351759,0.118998876,0,0,0,0,-0.203919871,-0.344883143,-0.066802817,0.278080326
434,19,Estuarine Emergent Wetland to Deciduous Forest,Estuarine Emergent Wetland,Deciduous Forest,19,19,19,0,25.41452173,23.3366145,27.64867841,2.077907231,9.275795961,7.462221116,11.63140224,4.169181127,0.238505857,0.193845434,0.293551256,0.099705821,9.212503373,7.393152276,11.55962071,4.166468434,-0.17489116,-0.292454748,-0.0575409,0.234913847
435,7298,Estuarine Emergent Wetland to Evergreen Forest,Estuarine Emergent Wetland,Evergreen Forest,7298,7298,7298,0,10204.17539,9368.978771,11069.92912,835.1966221,9.703148873,7.814171352,12.14089687,4.326725517,0.249314678,0.203294114,0.305803482,0.102509367,9.628767962,7.736231448,12.08289144,4.346659994,-0.182516777,-0.305606154,-0.060347178,0.245258975
436,1,Estuarine Emergent Wetland to Mixed Forest,Estuarine Emergent Wetland,Mixed Forest,1,1,1,0,1.476586308,1.33705164,1.628415501,0.139534668,10.25666588,8.165079055,12.95867582,4.793596766,0.263247776,0.213184684,0.324967673,0.111782989,10.18316411,8.111734355,12.88102442,4.76929007,-0.192774962,-0.323997059,-0.063460299,0.26053676
437,74,Estuarine Emergent Wetland to Scrub/Shrub,Estuarine Emergent Wetland,Scrub/Shrub,74,74,74,0,93.3824804,84.81368486,102.4313866,8.568795541,0.765195508,0.279074126,1.847012463,1.567938337,0.225018727,0.182599443,0.278226973,0.095627531,0.700911236,0.232039484,1.786095179,1.554055695,-0.164964789,-0.277190991,-0.054228525,0.222962466
438,108,Estuarine Emergent Wetland to Palustrine Forested Wetland,Estuarine Emergent Wetland,Palustrine Forested Wetland,108,108,108,0,146.2505947,134.362723,159.3932916,11.88787167,9.342430261,7.478803736,11.77120665,4.292402916,0.483025475,0.393750575,0.594057444,0.200306868,9.332544311,7.502178304,11.73674037,4.234562067,-0.455741866,-0.853572884,-0.243071914,0.61050097
439,161,Estuarine Emergent Wetland to Palustrine Scrub/Shrub Wetland,Estuarine Emergent Wetland,Palustrine Scrub/Shrub Wetland,161,161,161,0,226.3644595,201.2964439,253.3894373,25.06801566,0.800469889,0.149462398,1.996906873,1.847444475,0.50140385,0.40207591,0.622284624,0.220208714,0.776919447,0.258700556,1.992933794,1.734233238,-0.471377551,-0.891530256,-0.250086791,0.641443466
440,131,Estuarine Emergent Wetland to Palustrine Emergent Wetland,Estuarine Emergent Wetland,Palustrine Emergent Wetland,131,131,131,0,204.245644,181.6141599,230.1930621,22.63148407,0.030931373,-0.429229774,0.304033096,0.73326287,0.556180884,0.445310483,0.696595432,0.251284948,0,0,0,0,-0.523755546,-0.984545244,-0.277779983,0.706765261
441,758,Estuarine Emergent Wetland to Estuarine Forested Wetland,Estuarine Emergent Wetland,Estuarine Forested Wetland,758,758,758,0,987.1776745,848.1034627,1094.968871,139.0742118,9.061544464,7.108199908,11.50148459,4.39328468,0.461838627,0.365926821,0.577140673,0.211213853,8.927702099,6.997557004,11.34275964,4.345202634,-0.336968424,-0.570083047,-0.111221723,0.458861323
442,4342,Estuarine Emergent Wetland to Estuarine Scrub/Shrub Wetland,Estuarine Emergent Wetland,Estuarine Scrub/Shrub Wetland,4342,4342,4342,0,4818.734267,3529.361309,6659.308977,1289.372958,0.728062048,0.249913923,1.794746865,1.544832942,0.396793979,0.275523122,0.575462274,0.299939152,0.614098186,0.195359533,1.653967122,1.458607589,-0.286545739,-0.542224647,-0.093675178,0.44854947
443,21035881,Estuarine Emergent Wetland to Estuarine Emergent Wetland,Estuarine Emergent Wetland,Estuarine Emergent Wetland,21035881,21035881,21035881,0,20739133.22,20649338.01,20825799.6,89795.21019,0.096769654,-0.089368803,0.278935216,0.368304018,0.351943315,0.291123566,0.42517116,0.134047594,0,0,0,0,-0.257541158,-0.429141885,-0.085912062,0.343229822
444,31005,Estuarine Emergent Wetland to Unconsolidated Shore,Estuarine Emergent Wetland,Unconsolidated Shore,31005,31005,31005,0,39644.00227,33724.80565,46667.10047,5919.196623,-14.70067694,-24.65606712,-7.207659762,17.44840736,-14.40296602,-24.32148819,-6.920895945,17.40059225,-0.132790144,-0.157346738,-0.112169167,0.045177572,-0.165965681,-0.286267922,-0.054855105,0.231412817
445,13319,Estuarine Emergent Wetland to Bare Land,Estuarine Emergent Wetland,Bare Land,13319,13319,13319,0,25638.06344,21869.83587,29971.14617,3768.227565,-0.105010687,-0.291651145,0.073326371,0.364977516,0.343456981,0.268174349,0.437912145,0.169737796,-0.200081554,-0.235568449,-0.169460367,0.066108082,-0.251043864,-0.429274955,-0.083244275,0.34603068
446,425773,Estuarine Emergent Wetland to Water,Estuarine Emergent Wetland,Water,425773,425773,425773,0,573396.0659,528262.9691,620566.0837,45133.09675,-15.51794582,-25.31399033,-7.761557177,17.55243315,-15.21493008,-25.04199856,-7.454431217,17.58756735,-0.13984466,-0.153531127,-0.12701493,0.026516196,-0.175970535,-0.295015925,-0.057742416,0.237273508
448,30082,Estuarine Emergent Wetland to Estuarine Aquatic Bed,Estuarine Emergent Wetland,Estuarine Aquatic Bed,30082,30082,30082,0,46956.78343,34352.75035,74030.01851,12604.03308,-17.48141564,-35.44612175,-7.822962069,27.62315968,-17.12200157,-34.9230481,-7.538450636,27.38459746,-0.161860326,-0.256848232,-0.117669129,0.139179103,-0.198755154,-0.40564498,-0.063349797,0.342295183
463,705,Unconsolidated Shore to Palustrine Forested Wetland,Unconsolidated Shore,Palustrine Forested Wetland,442,427,458,31,599.1206946,546.358898,657.1675875,52.76179662,9.410331294,7.546473581,11.83479946,4.288325876,0.241512738,0.196875288,0.297028722,0.100153434,9.473478224,7.636005644,11.88152101,4.245515362,-0.273417424,-0.664253901,-0.112624018,0.551629884
464,773,Unconsolidated Shore to Palustrine Scrub/Shrub Wetland,Unconsolidated Shore,Palustrine Scrub/Shrub Wetland,499,486,512,26,702.1379644,622.8504823,787.593552,79.28748202,0.874045304,0.249552375,2.069706671,1.820154295,0.250701925,0.201037955,0.311142312,0.110104357,0.923596375,0.402435632,2.138336313,1.735900681,-0.282936554,-0.688383662,-0.115942154,0.572441508
465,18274,Unconsolidated Shore to Palustrine Emergent Wetland,Unconsolidated Shore,Palustrine Emergent Wetland,15598,15530,15662,132,24320.84337,21616.9437,27400.79684,2703.899668,0.125728666,-0.321011429,0.323803482,0.644814911,0.278090442,0.222655242,0.348297716,0.125642474,0.162032108,0.142232896,0.184572448,0.042339552,-0.315202912,-0.766932236,-0.129964583,0.636967653
466,4,Unconsolidated Shore to Estuarine Forested Wetland,Unconsolidated Shore,Estuarine Forested Wetland,4,4,4,0,5.209380868,4.475480014,5.778199849,0.733900854,9.130717762,7.184912666,11.55268852,4.367775857,0.230919314,0.18296341,0.288570337,0.105606926,9.065147009,7.128011206,11.48011601,4.352104809,-0.168484212,-0.285041523,-0.055610862,0.229430662
467,93,Unconsolidated Shore to Estuarine Scrub/Shrub Wetland,Unconsolidated Shore,Estuarine Scrub/Shrub Wetland,93,93,93,0,103.2110288,75.59433481,142.6337482,27.61669394,0.789332059,0.342010596,1.85417392,1.512163323,0.19839699,0.137761561,0.287731137,0.149969576,0.73095074,0.303457625,1.784197294,1.48073967,-0.143272869,-0.271112324,-0.046837589,0.224274735
468,20418,Unconsolidated Shore to Estuarine Emergent Wetland,Unconsolidated Shore,Estuarine Emergent Wetland,20418,20418,20418,0,27162.56178,24426.68641,30284.69189,2735.875372,0.203006937,0.076939344,0.332537524,0.255598179,0.237189505,0.191284374,0.295088067,0.103803693,0.138221625,0.122683539,0.155478268,0.03279473,-0.174107163,-0.292851274,-0.056983797,0.235867477
488,187,Bare Land to Palustrine Forested Wetland,Bare Land,Palustrine Forested Wetland,87,79,96,17,118.233618,103.4388433,134.8109653,14.79477474,9.410331294,7.546473581,11.83479946,4.288325876,0.241512738,0.196875288,0.297028722,0.100153434,9.473478224,7.636005644,11.88152101,4.245515362,-0.273417424,-0.664253901,-0.112624018,0.551629884
489,820,Bare Land to Palustrine Scrub/Shrub Wetland,Bare Land,Palustrine Scrub/Shrub Wetland,541,527,554,27,760.2225514,674.4026585,852.1835179,85.81989288,0.874045304,0.249552375,2.069706671,1.820154295,0.250701925,0.201037955,0.311142312,0.110104357,0.923596375,0.402435632,2.138336313,1.735900681,-0.282936554,-0.688383662,-0.115942154,0.572441508
490,2462,Bare Land to Palustrine Emergent Wetland,Bare Land,Palustrine Emergent Wetland,1402,1374,1431,57,2186.680759,1939.699441,2465.832679,246.9813179,0.125728666,-0.321011429,0.323803482,0.644814911,0.278090442,0.222655242,0.348297716,0.125642474,0.162032108,0.142232896,0.184572448,0.042339552,-0.315202912,-0.766932236,-0.129964583,0.636967653
491,22,Bare Land to Estuarine Forested Wetland,Bare Land,Estuarine Forested Wetland,22,22,22,0,28.65159477,24.61514008,31.78009917,4.036454696,9.130717762,7.184912666,11.55268852,4.367775857,0.230919314,0.18296341,0.288570337,0.105606926,9.065147009,7.128011206,11.48011601,4.352104809,-0.168484212,-0.285041523,-0.055610862,0.229430662
492,745,Bare Land to Estuarine Scrub/Shrub Wetland,Bare Land,Estuarine Scrub/Shrub Wetland,745,745,745,0,826.798026,605.5675208,1142.603682,221.2305053,0.789332059,0.342010596,1.85417392,1.512163323,0.19839699,0.137761561,0.287731137,0.149969576,0.73095074,0.303457625,1.784197294,1.48073967,-0.143272869,-0.271112324,-0.046837589,0.224274735
493,8574,Bare Land to Estuarine Emergent Wetland,Bare Land,Estuarine Emergent Wetland,8574,8574,8574,0,11406.20064,10257.34202,12717.25675,1148.858627,0.203006937,0.076939344,0.332537524,0.255598179,0.237189505,0.191284374,0.295088067,0.103803693,0.138221625,0.122683539,0.155478268,0.03279473,-0.174107163,-0.292851274,-0.056983797,0.235867477
513,1234,Water to Palustrine Forested Wetland,Water,Palustrine Forested Wetland,883,862,903,41,1195.666614,1094.664894,1308.39275,101.0017196,9.410331294,7.546473581,11.83479946,4.288325876,0.241512738,0.196875288,0.297028722,0.100153434,9.473478224,7.636005644,11.88152101,4.245515362,-0.273417424,-0.664253901,-0.112624018,0.551629884
514,10407,Water to Palustrine Scrub/Shrub Wetland,Water,Palustrine Scrub/Shrub Wetland,6879,6817,6944,127,9674.424003,8604.468582,10834.49126,1069.955421,0.874045304,0.249552375,2.069706671,1.820154295,0.250701925,0.201037955,0.311142312,0.110104357,0.923596375,0.402435632,2.138336313,1.735900681,-0.282936554,-0.688383662,-0.115942154,0.572441508
515,104635,Water to Palustrine Emergent Wetland,Water,Palustrine Emergent Wetland,87426,87255,87589,334,136325.5898,121175.8318,153672.7077,15149.758,0.125728666,-0.321011429,0.323803482,0.644814911,0.278090442,0.222655242,0.348297716,0.125642474,0.162032108,0.142232896,0.184572448,0.042339552,-0.315202912,-0.766932236,-0.129964583,0.636967653
517,622,Water to Estuarine Scrub/Shrub Wetland,Water,Estuarine Scrub/Shrub Wetland,622,622,622,0,690.293117,505.5879167,953.9590474,184.7052004,0.789332059,0.342010596,1.85417392,1.512163323,0.19839699,0.137761561,0.287731137,0.149969576,0.73095074,0.303457625,1.784197294,1.48073967,-0.143272869,-0.271112324,-0.046837589,0.224274735
518,81553,Water to Estuarine Emergent Wetland,Water,Estuarine Emergent Wetland,81553,81553,81553,0,108491.9385,97564.38225,120962.2626,10927.55628,0.203006937,0.076939344,0.332537524,0.255598179,0.237189505,0.191284374,0.295088067,0.103803693,0.138221625,0.122683539,0.155478268,0.03279473,-0.174107163,-0.292851274,-0.056983797,0.235867477
538,1269,Palustrine Aquatic Bed to Palustrine Forested Wetland,Palustrine Aquatic Bed,Palustrine Forested Wetland,927,910,945,35,1255.855911,1151.762178,1372.130164,104.0937328,9.410331294,7.546473581,11.83479946,4.288325876,0.241512738,0.196875288,0.297028722,0.100153434,9.473478224,7.636005644,11.88152101,4.245515362,-0.273417424,-0.664253901,-0.112624018,0.551629884
539,1603,Palustrine Aquatic Bed to Palustrine Scrub/Shrub Wetland,Palustrine Aquatic Bed,Palustrine Scrub/Shrub Wetland,1240,1217,1263,46,1744.358101,1550.034951,1957.907,194.3231498,0.874045304,0.249552375,2.069706671,1.820154295,0.250701925,0.201037955,0.311142312,0.110104357,0.923596375,0.402435632,2.138336313,1.735900681,-0.282936554,-0.688383662,-0.115942154,0.572441508
540,8350,Palustrine Aquatic Bed to Palustrine Emergent Wetland,Palustrine Aquatic Bed,Palustrine Emergent Wetland,7063,7022,7104,82,11013.7593,9793.749753,12415.72385,1220.009545,0.125728666,-0.321011429,0.323803482,0.644814911,0.278090442,0.222655242,0.348297716,0.125642474,0.162032108,0.142232896,0.184572448,0.042339552,-0.315202912,-0.766932236,-0.129964583,0.636967653
543,16,Palustrine Aquatic Bed to Estuarine Emergent Wetland,Palustrine Aquatic Bed,Estuarine Emergent Wetland,16,16,16,0,21.28518898,19.14129604,23.73175974,2.143892935,0.203006937,0.076939344,0.332537524,0.255598179,0.237189505,0.191284374,0.295088067,0.103803693,0.138221625,0.122683539,0.155478268,0.03279473,-0.174107163,-0.292851274,-0.056983797,0.235867477
565,8,Estuarine Aquatic Bed to Palustrine Emergent Wetland,Estuarine Aquatic Bed,Palustrine Emergent Wetland,6,6,7,1,10.09167297,8.488074635,12.06910348,1.603598337,0.125728666,-0.321011429,0.323803482,0.644814911,0.278090442,0.222655242,0.348297716,0.125642474,0.162032108,0.142232896,0.184572448,0.042339552,-0.315202912,-0.766932236,-0.129964583,0.636967653
567,431,Estuarine Aquatic Bed to Estuarine Scrub/Shrub Wetland,Estuarine Aquatic Bed,Estuarine Scrub/Shrub Wetland,431,431,431,0,478.3220795,350.3350355,661.0230698,127.987044,0.789332059,0.342010596,1.85417392,1.512163323,0.19839699,0.137761561,0.287731137,0.149969576,0.73095074,0.303457625,1.784197294,1.48073967,-0.143272869,-0.271112324,-0.046837589,0.224274735
568,5704,Estuarine Aquatic Bed to Estuarine Emergent Wetland,Estuarine Aquatic Bed,Estuarine Emergent Wetland,5704,5704,5704,0,7588.16987,6823.872039,8460.372346,764.2978314,0.203006937,0.076939344,0.332537524,0.255598179,0.237189505,0.191284374,0.295088067,0.103803693,0.138221625,0.122683539,0.155478268,0.03279473,-0.174107163,-0.292851274,-0.056983797,0.235867477
